row_number,question_text,correct_answer,knowledge_area,concept_id,concept_name,relevance,reasoning
124,"When evaluating various potential Change Strategies (6.4.4.4), the BA must consider the costs and be...",D,Strategy Analysis,ae8cef51-f3d8-4718-b6eb-2f0f169660f8,Financial-Analysis,1.0,Matched from CSV tag 'Financial-Analysis' (score: 100%)
125,A BA develops a high-level plan that details which functional requirements will be included in each ...,C,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Matched from CSV tag 'SA-Change-Strategy' (score: 100%)
125,A BA develops a high-level plan that details which functional requirements will be included in each ...,C,Strategy Analysis,31a49da2-5b93-430f-815c-07bea8d0b790,Release-Planning,1.0,Matched from CSV tag 'Release-Planning' (score: 100%)
126,The primary output of Define Change Strategy (6.4) is the Change Strategy and the Solution Scope. Wh...,B,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Matched from CSV tag 'SA-Change-Strategy' (score: 100%)
126,The primary output of Define Change Strategy (6.4) is the Change Strategy and the Solution Scope. Wh...,B,Strategy Analysis,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
126,The primary output of Define Change Strategy (6.4) is the Change Strategy and the Solution Scope. Wh...,B,Strategy Analysis,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Matched from CSV tag 'Solution-Scope' (score: 100%)
127,The element 'Enterprise Readiness Assessment' (6.4.4.3) primarily focuses on assessing the organizat...,B,Strategy Analysis,68d4b4db-0d41-40de-b23c-49089333b369,Sa-Change-Strategy,1.0,Matched from CSV tag 'SA-Change-Strategy' (score: 100%)
127,The element 'Enterprise Readiness Assessment' (6.4.4.3) primarily focuses on assessing the organizat...,B,Strategy Analysis,e49d3ebd-1e2c-46a1-94e5-b200615d164d,Enterprise-Readiness,1.0,Matched from CSV tag 'Enterprise-Readiness' (score: 100%)
128,"When an IT system change is driven by technology obsolescence, the BA uses the IT Perspective. Which...",A,Information Technology Perspective,e3034848-5f4f-4dcc-b88f-6fe27abd7d92,Strategic-Alignment,1.0,Matched from CSV tag 'Strategic-Alignment' (score: 100%)
129,"In an IT context, the BA is asked to analyze the implications of transitioning from a bespoke system...",A,Information Technology Perspective,b1639864-2263-4a24-9e6e-0bf5b446fa52,Cots,1.0,Matched from CSV tag 'COTS' (score: 100%)
129,"In an IT context, the BA is asked to analyze the implications of transitioning from a bespoke system...",A,Information Technology Perspective,e1449e5a-4ff5-4fdc-982f-b1a7eb9fcffc,Vendor-Assessment,1.0,Matched from CSV tag 'Vendor-Assessment' (score: 100%)
130,The primary role of the BA in a non-agile IT initiative is often described as a 'translator' or 'lia...,B,Information Technology Perspective,,NO MAPPING,,
131,"In the IT Perspective, which type of requirement often defines the entire business goal for a change...",D,Information Technology Perspective,15738467-964b-4e6f-8b36-b4f7a29bb8f6,Non-Functional-Requirements,1.0,Matched from CSV tag 'Non-Functional-Requirements' (score: 100%)
132,"When an IT business analyst is defining requirements to be used by developers, technical designs (so...",B,Information Technology Perspective,a97c6207-605a-4d21-a94b-d530fb629754,Separation-Of-Concerns,1.0,Matched from CSV tag 'Separation-of-Concerns' (score: 100%)
132,"When an IT business analyst is defining requirements to be used by developers, technical designs (so...",B,Information Technology Perspective,528aeb4a-1056-4834-9b62-08f941f48f3a,Design,1.0,Matched from CSV tag 'Design' (score: 100%)
133,The purpose of Specify and Model Requirements (7.1) is to:...,B,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
133,The purpose of Specify and Model Requirements (7.1) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
134,A BA decides to use a Matrix format to model requirements. This format is best suited when modeling ...,A,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
134,A BA decides to use a Matrix format to model requirements. This format is best suited when modeling ...,A,Requirements Analysis and Design Definition,9dea79d6-a7ce-4516-b5eb-d4fb6f6a795f,Modelling-Format,1.0,Matched from CSV tag 'Modelling-Format' (score: 100%)
134,A BA decides to use a Matrix format to model requirements. This format is best suited when modeling ...,A,Requirements Analysis and Design Definition,43f1ba3a-6390-430a-9c12-d91f87cd83b2,Matrix,1.0,Matched from CSV tag 'Matrix' (score: 100%)
135,"When specifying requirements (7.1), categorizing them according to the Requirements Classification S...",B,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
135,"When specifying requirements (7.1), categorizing them according to the Requirements Classification S...",B,Requirements Analysis and Design Definition,1badf1a7-b54e-4bdf-9085-281b81e8a84b,Classification-Schema,1.0,Matched from CSV tag 'Classification-Schema' (score: 100%)
136,A BA is documenting detailed requirements for a system interface using a Sequence Diagram (a techniq...,C,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
136,A BA is documenting detailed requirements for a system interface using a Sequence Diagram (a techniq...,C,Requirements Analysis and Design Definition,143e9671-7d84-4e27-b648-2c34776c4ab4,Modelling-Category,1.0,Matched from CSV tag 'Modelling-Category' (score: 100%)
136,A BA is documenting detailed requirements for a system interface using a Sequence Diagram (a techniq...,C,Requirements Analysis and Design Definition,c132132f-b5e8-4a83-a6c3-8735fb7ded06,Sequence-Diagrams,1.0,Matched from CSV tag 'Sequence-Diagrams' (score: 100%)
137,Which guideline/tool provides the boundary for the requirements and designs models produced in Speci...,C,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
137,Which guideline/tool provides the boundary for the requirements and designs models produced in Speci...,C,Requirements Analysis and Design Definition,58116332-0ce4-4126-b39b-1f75dd69ed6d,Guidelines,1.0,Matched from CSV tag 'Guidelines' (score: 100%)
137,Which guideline/tool provides the boundary for the requirements and designs models produced in Speci...,C,Requirements Analysis and Design Definition,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Matched from CSV tag 'Solution-Scope' (score: 100%)
138,The primary output of the Specify and Model Requirements task (7.1) is:...,C,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
138,The primary output of the Specify and Model Requirements task (7.1) is:...,C,Requirements Analysis and Design Definition,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
139,A BA is developing a highly detailed data model to inform database construction. This detailed model...,B,Requirements Analysis and Design Definition,6c9d256e-0f18-4050-8fb3-8716e3e4c761,Radd-Specify-Model,1.0,Matched from CSV tag 'RADD-Specify-Model' (score: 100%)
139,A BA is developing a highly detailed data model to inform database construction. This detailed model...,B,Requirements Analysis and Design Definition,8a4fabf7-17e3-4c96-9c9e-7ece01e33210,Abstraction,1.0,Matched from CSV tag 'Abstraction' (score: 100%)
139,A BA is developing a highly detailed data model to inform database construction. This detailed model...,B,Requirements Analysis and Design Definition,8c289298-8afe-46fa-b4b5-ff0c8823bcba,Audience,1.0,Matched from CSV tag 'Audience' (score: 100%)
140,The purpose of Verify Requirements (7.2) is to ensure that requirements and designs specifications a...,B,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
140,The purpose of Verify Requirements (7.2) is to ensure that requirements and designs specifications a...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
141,"A business analyst discovers a requirement stating, 'The system must be secure.' This requirement fa...",D,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
141,"A business analyst discovers a requirement stating, 'The system must be secure.' This requirement fa...",D,Requirements Analysis and Design Definition,baea95ed-e3cc-4d54-bb9e-23e5315b3cd3,Testable,1.0,Matched from CSV tag 'Testable' (score: 100%)
142,A BA performs verification and finds that two separate requirements contradict each other. Which qua...,B,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
142,A BA performs verification and finds that two separate requirements contradict each other. Which qua...,B,Requirements Analysis and Design Definition,9f07cd8f-a29d-4d4e-bb7c-3bab7dbc80b7,Consistent,1.0,Matched from CSV tag 'Consistent' (score: 100%)
143,The core concept 'Solution' is addressed during Verify Requirements (7.2) by ensuring that the defin...,B,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
143,The core concept 'Solution' is addressed during Verify Requirements (7.2) by ensuring that the defin...,B,Requirements Analysis and Design Definition,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Matched from CSV tag 'Core-Concepts' (score: 100%)
144,"During the Verification Activities element (7.2.4.2), a BA checks that all technical diagrams adhere...",B,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
145,The mandatory input for the Verify Requirements task (7.2) is:...,A,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
145,The mandatory input for the Verify Requirements task (7.2) is:...,A,Requirements Analysis and Design Definition,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
146,"The output of Verify Requirements (7.2), Requirements (verified), is a critical input to which subse...",B,Requirements Analysis and Design Definition,f272e2cd-ec5a-4dc4-98f3-1353c1a58edf,Radd-Verify,1.0,Matched from CSV tag 'RADD-Verify' (score: 100%)
146,"The output of Verify Requirements (7.2), Requirements (verified), is a critical input to which subse...",B,Requirements Analysis and Design Definition,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
147,The purpose of Validate Requirements (7.3) is to ensure that all requirements and designs:...,C,Requirements Analysis and Design Definition,11a1fbb3-0ceb-493b-a886-c520deb5fea0,Radd-Validate,1.0,Matched from CSV tag 'RADD-Validate' (score: 100%)
147,The purpose of Validate Requirements (7.3) is to ensure that all requirements and designs:...,C,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
148,A BA is defining measurable evaluation criteria (7.3.4.2) for validating a new capability. Which met...,B,Requirements Analysis and Design Definition,11a1fbb3-0ceb-493b-a886-c520deb5fea0,Radd-Validate,1.0,Matched from CSV tag 'RADD-Validate' (score: 100%)
148,A BA is defining measurable evaluation criteria (7.3.4.2) for validating a new capability. Which met...,B,Requirements Analysis and Design Definition,fc20373f-a04f-4f50-99ea-5389fe870dd5,Metrics-Kpis,1.0,Matched from CSV tag 'Metrics-KPIs' (score: 100%)
148,A BA is defining measurable evaluation criteria (7.3.4.2) for validating a new capability. Which met...,B,Requirements Analysis and Design Definition,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,1.0,Matched from CSV tag 'Value' (score: 100%)
149,"During Validate Requirements (7.3), a requirement is deemed highly beneficial to a single stakeholde...",C,Requirements Analysis and Design Definition,11a1fbb3-0ceb-493b-a886-c520deb5fea0,Radd-Validate,1.0,Matched from CSV tag 'RADD-Validate' (score: 100%)
149,"During Validate Requirements (7.3), a requirement is deemed highly beneficial to a single stakeholde...",C,Requirements Analysis and Design Definition,ec7e4aed-a03c-4db5-b2b1-6eddf5790a07,Solution-Scope,1.0,Matched from CSV tag 'Solution-Scope' (score: 100%)
149,"During Validate Requirements (7.3), a requirement is deemed highly beneficial to a single stakeholde...",C,Requirements Analysis and Design Definition,68e8c669-87f1-49e5-93fd-7e9dae9332ea,Alignment,1.0,Matched from CSV tag 'Alignment' (score: 100%)
150,A core element of Validate Requirements (7.3) involves actively challenging stakeholder assumptions ...,C,Requirements Analysis and Design Definition,11a1fbb3-0ceb-493b-a886-c520deb5fea0,Radd-Validate,1.0,Matched from CSV tag 'RADD-Validate' (score: 100%)
150,A core element of Validate Requirements (7.3) involves actively challenging stakeholder assumptions ...,C,Requirements Analysis and Design Definition,451df097-1f3a-4d6e-a921-5ad51c81da1e,Core-Concepts,1.0,Matched from CSV tag 'Core-Concepts' (score: 100%)
150,A core element of Validate Requirements (7.3) involves actively challenging stakeholder assumptions ...,C,Requirements Analysis and Design Definition,7f9c7d8d-8be0-45ce-a8d8-5ff199028a77,Value,1.0,Matched from CSV tag 'Value' (score: 100%)
151,Which input serves as the benchmark against which the expected value delivered by requirements is as...,C,Requirements Analysis and Design Definition,11a1fbb3-0ceb-493b-a886-c520deb5fea0,Radd-Validate,1.0,Matched from CSV tag 'RADD-Validate' (score: 100%)
151,Which input serves as the benchmark against which the expected value delivered by requirements is as...,C,Requirements Analysis and Design Definition,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
152,The purpose of Define Requirements Architecture (7.4) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
153,"A Business Analyst develops a series of models—including a business process model, a data model, and...",A,Requirements Analysis and Design Definition,55dcfa27-8117-4064-a174-df5156686e69,Viewpoints,1.0,Matched from CSV tag 'Viewpoints' (score: 100%)
154,The primary goal of organizing requirements within an architecture (7.4) is NOT merely to demonstrat...,A,Requirements Analysis and Design Definition,fd3ace53-ccca-47cc-bffd-f65bb26ddeab,Cohesion,1.0,Matched from CSV tag 'Cohesion' (score: 100%)
154,The primary goal of organizing requirements within an architecture (7.4) is NOT merely to demonstrat...,A,Requirements Analysis and Design Definition,12c51a9d-1a59-4c92-a32c-8e638bbbffde,Integration,1.0,Matched from CSV tag 'Integration' (score: 100%)
155,"In Define Requirements Architecture (7.4), performing Functional Decomposition (a technique) helps t...",B,Requirements Analysis and Design Definition,,NO MAPPING,,
156,The purpose of Define Design Options (7.5) is to:...,B,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,1.0,Matched from CSV tag 'RADD-Design-Options' (score: 100%)
156,The purpose of Define Design Options (7.5) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
157,A BA is exploring a design option that requires leveraging an existing technology platform but neces...,C,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,1.0,Matched from CSV tag 'RADD-Design-Options' (score: 100%)
157,A BA is exploring a design option that requires leveraging an existing technology platform but neces...,C,Requirements Analysis and Design Definition,e30066a5-30be-4349-a65c-9423b59a7059,Solution-Approach,1.0,Matched from CSV tag 'Solution-Approach' (score: 100%)
158,Which activity within Define Design Options (7.5) involves assigning requirements to specific soluti...,C,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,1.0,Matched from CSV tag 'RADD-Design-Options' (score: 100%)
158,Which activity within Define Design Options (7.5) involves assigning requirements to specific soluti...,C,Requirements Analysis and Design Definition,11d037f7-1b4a-44af-b85f-ddd74b6302cb,Allocation,1.0,Matched from CSV tag 'Allocation' (score: 100%)
159,"In assessing design options (7.5), the BA identifies an opportunity to consolidate several disparate...",C,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,1.0,Matched from CSV tag 'RADD-Design-Options' (score: 100%)
160,The primary input used to ensure that design options address the full set of interdependencies and r...,A,Requirements Analysis and Design Definition,13ec23e5-e672-4221-b54c-ba535340bf75,Radd-Design-Options,1.0,Matched from CSV tag 'RADD-Design-Options' (score: 100%)
160,The primary input used to ensure that design options address the full set of interdependencies and r...,A,Requirements Analysis and Design Definition,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
161,The purpose of Analyze Potential Value and Recommend Solution (7.6) is to:...,B,Requirements Analysis and Design Definition,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Matched from CSV tag 'RADD-Value-Recommendation' (score: 100%)
161,The purpose of Analyze Potential Value and Recommend Solution (7.6) is to:...,B,Requirements Analysis and Design Definition,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
162,"During the evaluation of design options (7.6), the BA analyzes the financial trade-offs. The BA calc...",D,Requirements Analysis and Design Definition,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Matched from CSV tag 'RADD-Value-Recommendation' (score: 100%)
162,"During the evaluation of design options (7.6), the BA analyzes the financial trade-offs. The BA calc...",D,Requirements Analysis and Design Definition,ae8cef51-f3d8-4718-b6eb-2f0f169660f8,Financial-Analysis,1.0,Matched from CSV tag 'Financial-Analysis' (score: 100%)
163,A BA is comparing three design options. Option 1 offers high financial return but high technical ris...,B,Requirements Analysis and Design Definition,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Matched from CSV tag 'RADD-Value-Recommendation' (score: 100%)
163,A BA is comparing three design options. Option 1 offers high financial return but high technical ris...,B,Requirements Analysis and Design Definition,b9d11be4-2409-4486-b5cd-c4a4c03ed488,Risk-Tolerance,1.0,Matched from CSV tag 'Risk-Tolerance' (score: 100%)
163,A BA is comparing three design options. Option 1 offers high financial return but high technical ris...,B,Requirements Analysis and Design Definition,c996b989-53cc-447b-a114-39bc0597c1ac,Trade-Offs,1.0,Matched from CSV tag 'Trade-Offs' (score: 100%)
164,Which element of Analyze Potential Value and Recommend Solution (7.6) requires the BA to consider al...,B,Requirements Analysis and Design Definition,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Matched from CSV tag 'RADD-Value-Recommendation' (score: 100%)
164,Which element of Analyze Potential Value and Recommend Solution (7.6) requires the BA to consider al...,B,Requirements Analysis and Design Definition,ae8cef51-f3d8-4718-b6eb-2f0f169660f8,Financial-Analysis,1.0,Matched from CSV tag 'Financial-Analysis' (score: 100%)
165,The final output of Analyze Potential Value and Recommend Solution (7.6) is the Solution Recommendat...,C,Requirements Analysis and Design Definition,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Matched from CSV tag 'RADD-Value-Recommendation' (score: 100%)
165,The final output of Analyze Potential Value and Recommend Solution (7.6) is the Solution Recommendat...,C,Requirements Analysis and Design Definition,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
166,"If a proposed solution offers substantial benefits that are difficult to quantify (e.g., improved st...",B,Requirements Analysis and Design Definition,e4214fb0-68d6-445d-8f70-737ba76b0658,Radd-Value-Recommendation,1.0,Matched from CSV tag 'RADD-Value-Recommendation' (score: 100%)
166,"If a proposed solution offers substantial benefits that are difficult to quantify (e.g., improved st...",B,Requirements Analysis and Design Definition,ee1434df-6985-4ff3-bbe8-c4642515dc4b,Intangible-Value,1.0,Matched from CSV tag 'Intangible-Value' (score: 100%)
167,The purpose of Measure Solution Performance (8.1) is to:...,B,Solution Evaluation,687d4886-3fc9-463d-b7ff-a58425e0cb14,Se-Measure,1.0,Matched from CSV tag 'SE-Measure' (score: 100%)
167,The purpose of Measure Solution Performance (8.1) is to:...,B,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
168,A BA is attempting to measure the performance of a newly implemented training solution. The BA obser...,B,Solution Evaluation,687d4886-3fc9-463d-b7ff-a58425e0cb14,Se-Measure,1.0,Matched from CSV tag 'SE-Measure' (score: 100%)
169,Which input is mandatory for the Measure Solution Performance task (8.1)?...,B,Solution Evaluation,687d4886-3fc9-463d-b7ff-a58425e0cb14,Se-Measure,1.0,Matched from CSV tag 'SE-Measure' (score: 100%)
169,Which input is mandatory for the Measure Solution Performance task (8.1)?...,B,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
170,A BA is defining performance measures (8.1.4.1) for a new customer service portal. Which measure ali...,C,Solution Evaluation,687d4886-3fc9-463d-b7ff-a58425e0cb14,Se-Measure,1.0,Matched from CSV tag 'SE-Measure' (score: 100%)
170,A BA is defining performance measures (8.1.4.1) for a new customer service portal. Which measure ali...,C,Solution Evaluation,2c5fd8cb-5e25-42dc-af14-d5406e540ef9,Balanced-Scorecard,1.0,Matched from CSV tag 'Balanced-Scorecard' (score: 100%)
171,The primary output of Measure Solution Performance (8.1) is:...,B,Solution Evaluation,687d4886-3fc9-463d-b7ff-a58425e0cb14,Se-Measure,1.0,Matched from CSV tag 'SE-Measure' (score: 100%)
171,The primary output of Measure Solution Performance (8.1) is:...,B,Solution Evaluation,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
172,A BA seeks to validate performance measures (8.1.4.2) for a change that aims to improve regulatory c...,C,Solution Evaluation,687d4886-3fc9-463d-b7ff-a58425e0cb14,Se-Measure,1.0,Matched from CSV tag 'SE-Measure' (score: 100%)
172,A BA seeks to validate performance measures (8.1.4.2) for a change that aims to improve regulatory c...,C,Solution Evaluation,03055617-3d86-4d9f-8671-794d03261bed,Stakeholders,1.0,Matched from CSV tag 'Stakeholders' (score: 100%)
172,A BA seeks to validate performance measures (8.1.4.2) for a change that aims to improve regulatory c...,C,Solution Evaluation,fe376fe1-233d-434a-a999-e48df175333e,Regulator,1.0,Matched from CSV tag 'Regulator' (score: 100%)
173,The purpose of Analyze Performance Measures (8.2) is to:...,A,Solution Evaluation,7330288c-9be0-45b7-88ba-e2c26964d763,Se-Analyze,1.0,Matched from CSV tag 'SE-Analyze' (score: 100%)
173,The purpose of Analyze Performance Measures (8.2) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
174,"A BA analyzes performance data and finds a significant, repeated drop in transaction speed every Mon...",D,Solution Evaluation,7330288c-9be0-45b7-88ba-e2c26964d763,Se-Analyze,1.0,Matched from CSV tag 'SE-Analyze' (score: 100%)
174,"A BA analyzes performance data and finds a significant, repeated drop in transaction speed every Mon...",D,Solution Evaluation,b91d7932-eeeb-444b-b8ba-23156931248a,Performance-Variances,1.0,Matched from CSV tag 'Performance-Variances' (score: 100%)
174,"A BA analyzes performance data and finds a significant, repeated drop in transaction speed every Mon...",D,Solution Evaluation,7b0be0f5-b326-4f84-aaf5-600649bcbb6a,Root-Cause-Analysis,1.0,Matched from CSV tag 'Root-Cause-Analysis' (score: 100%)
175,A core challenge in Analyze Performance Measures (8.2) is assessing solution performance versus desi...,C,Solution Evaluation,7330288c-9be0-45b7-88ba-e2c26964d763,Se-Analyze,1.0,Matched from CSV tag 'SE-Analyze' (score: 100%)
175,A core challenge in Analyze Performance Measures (8.2) is assessing solution performance versus desi...,C,Solution Evaluation,82496dea-3538-417d-96af-faec82400373,Value-Gap,1.0,Matched from CSV tag 'Value-Gap' (score: 100%)
175,A core challenge in Analyze Performance Measures (8.2) is assessing solution performance versus desi...,C,Solution Evaluation,d3af9ebb-998b-487a-9935-652e52418bb5,Metrics,1.0,Matched from CSV tag 'Metrics' (score: 100%)
176,"Which input defines the expected returns and goals, providing the benchmark against which actual sol...",C,Solution Evaluation,7330288c-9be0-45b7-88ba-e2c26964d763,Se-Analyze,1.0,Matched from CSV tag 'SE-Analyze' (score: 100%)
176,"Which input defines the expected returns and goals, providing the benchmark against which actual sol...",C,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
177,The primary output of Analyze Performance Measures (8.2) is:...,C,Solution Evaluation,7330288c-9be0-45b7-88ba-e2c26964d763,Se-Analyze,1.0,Matched from CSV tag 'SE-Analyze' (score: 100%)
177,The primary output of Analyze Performance Measures (8.2) is:...,C,Solution Evaluation,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
178,The purpose of Assess Solution Limitations (8.3) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
179,A BA determines that an implemented software module is repeatedly producing inaccurate outputs due t...,B,Solution Evaluation,e125b090-def4-4839-bf09-58a108e5828c,Investigate-Problems,1.0,Matched from CSV tag 'Investigate-Problems' (score: 100%)
180,A BA uses Acceptance and Evaluation Criteria (a technique) during Assess Solution Limitations (8.3) ...,B,Solution Evaluation,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
181,The primary output of Assess Solution Limitations (8.3) is:...,B,Solution Evaluation,c14940eb-89da-4b9d-a413-e0bd371d3182,Outputs,1.0,Matched from CSV tag 'Outputs' (score: 100%)
182,"When performing an Impact Assessment (8.3.4.3) on an internal solution problem, the BA must determin...",B,Solution Evaluation,d40d7e4c-a0f8-4d9f-b158-fa9f1d6465d8,Impact-Assessment,1.0,Matched from CSV tag 'Impact-Assessment' (score: 100%)
183,The purpose of Assess Enterprise Limitations (8.4) is to:...,A,Solution Evaluation,d07f796c-61ce-4b80-b72e-56e84e22f497,Purpose,1.0,Matched from CSV tag 'Purpose' (score: 100%)
184,"A BA conducts an organizational assessment (8.4.4.1) and finds that end users view the new, efficien...",C,Solution Evaluation,603980e7-b4d4-42a3-975c-d8b0d43ef8aa,Culture,1.0,Matched from CSV tag 'Culture' (score: 100%)
184,"A BA conducts an organizational assessment (8.4.4.1) and finds that end users view the new, efficien...",C,Solution Evaluation,5db05c67-eb95-4053-add5-dbc61d1e916a,Adoption,1.0,Matched from CSV tag 'Adoption' (score: 100%)
185,A BA performs an Operational Assessment (8.4.4.4) on the enterprise. Which item is typically include...,A,Solution Evaluation,0d8c037a-ac3a-4fd8-aec1-d133371e2531,Operational-Assessment,1.0,Matched from CSV tag 'Operational-Assessment' (score: 100%)
186,Which technique is most effective for visualizing required organizational structural changes (report...,C,Solution Evaluation,cc52e087-c9e9-4236-8658-ccbfbbe380b9,Techniques,1.0,Matched from CSV tag 'Techniques' (score: 100%)
187,The core input required for Assess Enterprise Limitations (8.4) that provides context regarding the ...,B,Solution Evaluation,2ab6bea8-8d56-4c02-89d7-e6f27dce9f84,Inputs,1.0,Matched from CSV tag 'Inputs' (score: 100%)
188,The purpose of Recommend Actions to Increase Solution Value (8.5) is to:...,A,Solution Evaluation,b523b5d9-f96f-4c65-912e-e43a4611b4e8,Se-Recommend-Action,1.0,Matched from CSV tag 'SE-Recommend-Action' (score: 100%)
